seed,training patients,testing patients,final features,train C-index,test C-index,train pvalue,test pvalue,perturbation training outcome,perturbation testing outcome,robustness train ICC,robustness test ICC,train perturbed C-index,test perturbed C-index,train perturbed p value,test perturbed p value
,HN-HGJ-075,HN-CHUS-014,,,,,,2.315032897722802,0.40165205240866036,,,0.7426504899673355,0.680998613037448,0.034667332312071204,0.2658824556097152
,HN-CHUM-059,HN-HMR-021,,,,,,2.5135087360157606,0.5389382450212333,,,0.7239850676621559,0.665742024965326,0.008914585147360734,0.21491898218180966
,HN-CHUS-006,HN-CHUS-034,,,,,,2.5470228082067043,0.5301393305493339,,,0.7342510499300047,0.6324549237170597,0.03707953551000847,0.24707783671678313
,HN-CHUS-089,HN-HGJ-052,,,,,,2.2528531083089884,0.5220436568958675,,,0.7424171721885208,0.6629680998613038,0.0038816311039765274,0.27681574608014115
,HN-CHUM-007,HN-CHUM-060,,,,,,2.0812396283979475,0.5618872746155429,,,0.7153523098460103,0.6546463245492372,0.029883888044158317,0.2550647761702991
,HN-CHUM-037,HN-CHUS-094,,,,,,2.282938397650413,0.40729731609093206,,,0.7398506766215586,0.6712898751733704,0.014251364046880408,0.29697532410207994
,HN-CHUS-005,HN-HGJ-047,,,,,,2.161835795707921,0.4766800941573663,,,0.7356509566028931,0.6823855755894591,0.011482818016921558,0.2034621644471252
,HN-CHUS-046,HN-CHUS-032,,,,,,2.469033611558828,0.5259951285122929,,,0.728418105459636,0.665742024965326,0.011692941814881286,0.20757121449217014
,HN-CHUM-028,HN-CHUS-063,,,,,,2.48042128853245,0.40510311651408354,,,0.7435837610825945,0.6643550624133149,0.009949910271913621,0.1503449209505921
,HN-HMR-003,HN-CHUS-024,,,,,,2.100339434149256,0.45949376533906156,,,0.7368175454969669,0.6837725381414702,0.03043762962113491,0.2168647199341062
,HN-CHUM-056,HN-HGJ-078,,,,,,2.003097532797508,0.4821646396013411,,,0.7363509099393374,0.6699029126213593,0.030088068607988048,0.34690495366979124
,HN-HGJ-012,HN-CHUM-001,,,,,,2.4700268372603973,0.4546429053053638,,,0.7326178254783015,0.665742024965326,0.030985443870430392,0.41839227079559804
,HN-HGJ-007,HN-HGJ-061,,,,,,2.249161078557383,0.45397860414611885,,,0.7349510032664489,0.665742024965326,0.011459456860465874,0.31534113456514995
,HN-CHUS-010,HN-CHUM-044,,,,,,2.4823801922996305,0.47282416933805327,,,0.7251516565562296,0.6643550624133149,0.01187324138843649,0.2769206781528565
,HN-HGJ-002,HN-HMR-025,,,,,,2.060010216715189,0.420565745221906,,,0.7372841810545964,0.6740638002773925,0.03235421305042317,0.29697532410207994
,HN-HMR-035,HN-HGJ-037,,,,,,2.17931491745111,0.5145287695573033,,,0.7291180587960803,0.6768377253814147,0.035029819343025244,0.07506658196657937
,HN-HGJ-016,HN-HMR-014,,,,,,2.132724575914268,0.4155314707392585,,,0.7393840410639291,0.6615811373092927,0.010684649453277842,0.3366736531152243
,HN-CHUS-068,HN-HGJ-025,,,,,,2.2592283927463175,0.3897885532856966,,,0.7363509099393374,0.6685159500693482,0.027393512645324008,0.19331000140942917
,HN-HGJ-066,HN-CHUS-026,,,,,,2.2088068180514755,0.4523433748160218,,,0.7424171721885208,0.6796116504854369,0.004726675656020376,0.3861001367373794
,HN-CHUM-050,HN-CHUS-048,,,,,,2.0989634691210783,0.4567002300094366,,,0.7202519832011199,0.6629680998613038,0.03341686499771149,0.3075485388974427
,HN-HGJ-057,HN-CHUS-066,,,,,,1.9128316418067692,0.39883320934568867,,,0.7319178721418572,0.651872399445215,0.011353906482306674,0.2515777586076666
,HN-CHUS-059,HN-HGJ-028,,,,,,2.2112006767104453,0.4313965297473405,,,0.7375174988334111,0.6934812760055479,0.0146155810142994,0.21086535868241849
,HN-CHUS-027,HN-HMR-032,,,,,,2.216183508926533,0.4497151945730051,,,0.732151189920672,0.6352288488210819,0.011173402136200822,0.16140855621501035
,HN-HMR-023,HN-CHUM-013,,,,,,1.8979097786929149,0.4608006273898692,,,0.7246850209986001,0.6976421636615812,0.03135239034999365,0.23178048329184062
,HN-CHUS-022,HN-CHUM-009,,,,,,2.306762988385894,0.4461188220703046,,,0.7288847410172655,0.6796116504854369,0.02946600708563337,0.2510120420332209
,HN-CHUS-018,HN-HGJ-015,,,,,,2.4138603108007657,0.5432849334413017,,,0.7288847410172655,0.6615811373092927,0.01285758145938489,0.3058996942124797
,HN-CHUS-088,HN-CHUM-035,,,,,,2.2683026700705855,0.4226324412137028,,,0.7272515165655623,0.665742024965326,0.041262142446114675,0.16004725730412764
,HN-HGJ-021,HN-HGJ-045,,,,,,2.2869677130890036,0.48783007882061036,,,0.728418105459636,0.6726768377253814,0.012237234561886533,0.15787744714286853
,HN-HGJ-001,HN-CHUM-011,,,,,,2.369709513863042,0.44884998945162086,,,0.7363509099393374,0.6574202496532594,0.01087176629434899,0.2160929601386555
,HN-CHUS-007,HN-HGJ-071,,,,,,1.9819456903483736,0.5470326777417048,,,0.7351843210452637,0.6574202496532594,0.012922303741187566,0.1563179489753155
,HN-CHUM-040,HN-HGJ-013,,,,,,1.8878906641249085,0.43050303539963297,,,0.7181521231917872,0.6782246879334258,0.014005753109714582,0.2925549109904434
,HN-CHUS-049,HN-CHUS-016,,,,,,2.367602105031799,0.45140195238015435,,,0.7356509566028931,0.680998613037448,0.013869221996339286,0.24020049549896658
,HN-HGJ-020,HN-CHUM-029,,,,,,2.3606080004281793,0.505571214897133,,,0.7237517498833411,0.680998613037448,0.01324356747287129,0.3058996942124797
,HN-HGJ-034,HN-HGJ-055,,,,,,2.198936331612781,0.4664712085734851,,,0.7407839477368175,0.6629680998613038,0.013893148593077331,0.23344905074221395
,HN-HGJ-087,HN-CHUS-002,,,,,,2.054315765115439,0.4938780658771217,,,0.7337844143723752,0.6699029126213593,0.011338295971458658,0.34690495366979124
,HN-HGJ-044,HN-HGJ-005,,,,,,2.353311984632859,0.5224544594022529,,,0.7389174055062996,0.6962552011095701,0.011456508305412226,0.2396209698252699
,HN-HGJ-029,HN-HGJ-003,,,,,,2.1251642792307806,0.5253222207054717,,,0.7354176388240784,0.6574202496532594,0.03398611349895176,0.23628699979745424
,HN-HGJ-091,HN-CHUM-041,,,,,,2.1571099977498536,0.44686161772423805,,,0.7326178254783015,0.6865464632454924,0.015551758328246778,0.24020049549896658
,HN-CHUS-082,HN-HGJ-038,,,,,,2.260861600894465,0.44918031581412987,,,0.7333177788147457,0.6643550624133149,0.039050940121955945,0.32893695184293725
,HN-HMR-033,HN-CHUS-069,,,,,,2.2323599526054743,0.5106139260330845,,,0.7358842743817079,0.6615811373092927,0.003550938003905035,0.12884917483620548
,HN-HMR-037,HN-CHUS-067,,,,,,1.9883322430984613,0.5384585033915181,,,0.7160522631824545,0.6490984743411928,0.02887838610815785,0.3022583034336888
,HN-CHUS-072,HN-CHUS-009,,,,,,2.2554186096545514,0.380945088658818,,,0.7400839944003733,0.6574202496532594,0.035608614976803246,0.24940585267969267
,HN-HGJ-080,HN-CHUM-024,,,,,,1.9293023728465926,0.43146176129951597,,,0.7358842743817079,0.6574202496532594,0.032449601260254375,0.21491898218180966
,HN-HMR-028,HN-CHUS-042,,,,,,2.5009816137580785,0.4074394912680285,,,0.7221185254316379,0.6879334257975035,0.032083331225043484,0.18697161120131747
,HN-HGJ-089,HN-CHUS-093,,,,,,2.106201088303075,0.5487232964072988,,,0.731217918805413,0.6768377253814147,0.01282472507813977,0.24828356111304664
,HN-HGJ-024,HN-HMR-005,,,,,,2.4312684065358843,0.4552360801233969,,,0.7281847876808213,0.6643550624133149,0.009789520050528508,0.203477306283015
,HN-CHUM-003,HN-HGJ-079,,,,,,2.1583580051960523,0.5452513292314436,,,0.7270181987867476,0.6588072122052705,0.011644948560594164,0.2168647199341062
,HN-CHUM-031,HN-CHUS-033,,,,,,2.1513975763294653,0.41429302140346685,,,0.7433504433037798,0.6629680998613038,0.012224715573520641,0.2191949033237148
,HN-CHUS-092,HN-HGJ-031,,,,,,2.2406613204991928,0.5132290369913245,,,0.7407839477368175,0.6629680998613038,0.011482818016921558,0.1976208665753313
,HN-CHUS-041,HN-CHUS-038,,,,,,2.4011746811562036,0.44993026416911813,,,0.7400839944003733,0.6546463245492372,0.013560968195356167,0.12030619263686512
,HN-HGJ-006,HN-CHUM-020,,,,,,3.8600462547870995,0.06234023201111228,,,,,,
,HN-HGJ-026,HN-CHUS-090,,,,,,3.280984688339724,0.06649191974231511,,,,,,
,HN-HGJ-060,HN-CHUM-019,,,,,,3.7584060173001173,0.054043066077987145,,,,,,
,HN-HMR-019,HN-HGJ-048,,,,,,3.8647002634821233,0.08293147106524784,,,,,,
,HN-CHUS-057,HN-CHUS-019,,,,,,3.293251122788492,0.05908001433694031,,,,,,
,HN-CHUM-058,HN-HGJ-004,,,,,,3.1150861935826937,0.09586061990072577,,,,,,
,HN-HMR-031,HN-HMR-038,,,,,,3.590295602499379,0.05788413583905173,,,,,,
,HN-CHUS-052,HN-HGJ-085,,,,,,3.08603091805159,0.07103508010492186,,,,,,
,HN-CHUS-064,HN-CHUM-038,,,,,,3.735329384296839,0.08680675409753838,,,,,,
,HN-CHUS-071,HN-HGJ-082,,,,,,3.922908454193136,0.10318629924724002,,,,,,
,HN-HMR-015,HN-CHUS-044,,,,,,3.2666553611311486,0.10082656551734714,,,,,,
,HN-CHUM-052,HN-HGJ-011,,,,,,3.207902494031547,0.08569497889925722,,,,,,
,HN-HGJ-069,HN-CHUS-056,,,,,,3.239166209778358,0.08403916319758598,,,,,,
,HN-CHUM-004,HN-HMR-034,,,,,,3.613838889304564,0.09087938512421312,,,,,,
,HN-HGJ-030,HN-CHUM-047,,,,,,3.102002395120997,0.09649004376793335,,,,,,
,HN-HGJ-010,HN-HMR-039,,,,,,3.852623478966306,0.09020806386607173,,,,,,
,HN-CHUS-065,HN-CHUM-055,,,,,,3.3525275108409973,0.08831289517091132,,,,,,
,HN-CHUS-081,HN-HGJ-035,,,,,,3.6393143941131556,0.10145041405158471,,,,,,
,HN-CHUM-022,HN-CHUM-051,,,,,,3.7752258237702163,0.1146052721846631,,,,,,
,HN-CHUS-011,HN-CHUS-025,,,,,,3.9703922806277676,0.11486356299679994,,,,,,
,HN-HGJ-084,HN-CHUS-097,,,,,,3.771653282372119,0.07266673604037076,,,,,,
,HN-CHUM-049,HN-HMR-009,,,,,,3.774657029727541,0.07941055660384758,,,,,,
,HN-CHUM-023,HN-HGJ-054,,,,,,3.383794105136285,0.0754678513313979,,,,,,
,HN-HMR-036,HN-HMR-040,,,,,,3.0406576574319053,0.062088326012361666,,,,,,
,HN-HGJ-009,HN-HGJ-017,,,,,,3.8068660642620595,0.05419021672233072,,,,,,
,HN-HGJ-049,HN-CHUS-091,,,,,,3.20918050381997,0.06354438244955715,,,,,,
,HN-HGJ-088,HN-CHUS-054,,,,,,4.063957450297832,0.07170123186306049,,,,,,
,HN-HGJ-092,HN-HMR-017,,,,,,3.62977979414724,0.06037367892954689,,,,,,
,HN-HGJ-018,HN-CHUS-031,,,,,,3.53042283879039,0.0951205502021382,,,,,,
,HN-CHUS-017,HN-CHUS-080,,,,,,2.86264682590272,0.09868362233296862,,,,,,
,HN-HMR-018,,,,,,,3.4742984124942726,0.08611165602727468,,,,,,
,HN-CHUM-026,,,,,,,3.5708699109819224,0.08189550242694782,,,,,,
,HN-HGJ-063,,,,,,,3.4212698840862212,0.06901105461958021,,,,,,
,HN-CHUS-100,,,,,,,3.380024780036491,0.11135555144876412,,,,,,
,HN-HMR-027,,,,,,,2.9443336963507036,0.09081218328317778,,,,,,
,HN-CHUS-039,,,,,,,3.5257035296032337,0.090800656215831,,,,,,
,HN-HMR-030,,,,,,,3.3870442995772434,0.07229443822110425,,,,,,
,HN-CHUS-096,,,,,,,3.6389483284581967,0.10256783487209176,,,,,,
,HN-CHUM-065,,,,,,,3.5388831132357135,0.08724023594705903,,,,,,
,HN-CHUS-086,,,,,,,3.298261593362117,0.10560921839142412,,,,,,
,HN-CHUM-030,,,,,,,3.415319094972311,0.0615257834174109,,,,,,
,HN-CHUS-083,,,,,,,3.7748553731037973,0.09986702675393203,,,,,,
,HN-HGJ-070,,,,,,,3.5524803821427353,0.0654806489703594,,,,,,
,HN-CHUS-030,,,,,,,3.69656728500098,0.11716829885422923,,,,,,
,HN-CHUM-057,,,,,,,3.674296105474449,0.11205776021591862,,,,,,
,HN-HMR-010,,,,,,,3.1471758596640496,0.10170999009590534,,,,,,
,HN-HGJ-067,,,,,,,3.7613025866893266,0.062748378341835,,,,,,
,HN-HGJ-065,,,,,,,3.032406632801839,0.09503256553277595,,,,,,
,HN-CHUS-085,,,,,,,3.059155970833525,0.09916933531590962,,,,,,
,HN-HGJ-032,,,,,,,3.6799444902375917,0.07705377178092594,,,,,,
,HN-CHUS-062,,,,,,,3.5283630518651226,0.053709352681717344,,,,,,
,HN-HMR-006,,,,,,,3.180799930764409,0.0996989921603702,,,,,,
,HN-CHUM-002,,,,,,,3.2787468108935744,0.0976107302922849,,,,,,
,HN-CHUS-077,,,,,,,3.58596939801361,0.09897425685552302,,,,,,
,HN-CHUS-084,,,,,,,3.8709864797514717,0.10604079255050844,,,,,,
,HN-CHUS-021,,,,,,,3.8381512738746064,0.08716119257502067,,,,,,
,HN-CHUS-050,,,,,,,3.51868952404275,0.0846496187424038,,,,,,
,HN-HGJ-077,,,,,,,4.082466030872603,0.08640909372351835,,,,,,
,HN-CHUM-036,,,,,,,3.271725687950414,0.10371081746983164,,,,,,
,HN-CHUS-029,,,,,,,3.8494483441553253,0.11420557661468,,,,,,
,HN-CHUM-062,,,,,,,0.49166048093448916,0.7313151972030392,,,,,,
,HN-CHUS-073,,,,,,,0.47947731122581516,0.8143632909701571,,,,,,
,HN-CHUS-098,,,,,,,0.4912002594679288,1.0447555445859886,,,,,,
,HN-HGJ-042,,,,,,,0.5030954748183563,0.9164103098776863,,,,,,
,HN-HMR-020,,,,,,,0.5872334110627778,0.7877773153355265,,,,,,
,HN-CHUS-058,,,,,,,0.5767378270445049,0.8550231633998718,,,,,,
,HN-HGJ-023,,,,,,,0.6761240134105175,0.6995296127103635,,,,,,
,HN-CHUS-051,,,,,,,0.6185450086690522,0.6881369619677227,,,,,,
,HN-HGJ-053,,,,,,,0.4406764337944027,0.7596913283424896,,,,,,
,HN-HGJ-083,,,,,,,0.4848492080390056,0.6237666721635273,,,,,,
,HN-CHUM-061,,,,,,,0.5374272246753207,0.8040890347120855,,,,,,
,HN-HGJ-022,,,,,,,0.56659885202825,0.9756266169791055,,,,,,
,HN-CHUS-036,,,,,,,0.6119178446895861,0.6752187830139753,,,,,,
,HN-CHUS-003,,,,,,,0.4988069372797156,0.9153470792304021,,,,,,
,HN-CHUM-064,,,,,,,0.45076672442228893,0.6081438377602111,,,,,,
,HN-HGJ-036,,,,,,,0.5579337794725923,0.8142879150280027,,,,,,
,HN-CHUM-008,,,,,,,0.5871307258332414,0.9215508296530572,,,,,,
,HN-HGJ-051,,,,,,,0.5698777066394798,0.8454052427901368,,,,,,
,HN-HMR-022,,,,,,,0.5838498094172795,0.7461674625194883,,,,,,
,HN-CHUS-028,,,,,,,0.4730908580147607,0.8672082887344577,,,,,,
,HN-HGJ-043,,,,,,,0.488029960200662,0.8204203992873802,,,,,,
,HN-HGJ-027,,,,,,,0.5912761170348623,1.1365113954390487,,,,,,
,HN-HGJ-076,,,,,,,0.624374168937659,0.8587370178202576,,,,,,
,HN-HMR-026,,,,,,,0.5489630706095449,0.6836917012789321,,,,,,
,HN-CHUM-054,,,,,,,0.5823557384635459,0.9456627387223948,,,,,,
,HN-CHUS-015,,,,,,,0.650656648531519,0.933035449239434,,,,,,
,HN-CHUS-047,,,,,,,0.5643780433887298,0.7835212686515945,,,,,,
,HN-HMR-013,,,,,,,0.5014103769346218,0.6880340201121038,,,,,,
,HN-HMR-016,,,,,,,0.5958175712642506,0.6896284395929576,,,,,,
,HN-CHUM-027,,,,,,,0.513410317574341,0.8127279525512515,,,,,,
,HN-CHUM-039,,,,,,,0.505160135282838,0.8980459286881269,,,,,,
,HN-HGJ-008,,,,,,,0.5279272466112952,0.6846812755746017,,,,,,
,HN-CHUS-053,,,,,,,0.4785640952934872,0.9407934840009977,,,,,,
,HN-CHUS-087,,,,,,,0.5220836198349056,0.9384300520909666,,,,,,
,HN-CHUM-053,,,,,,,0.6121615515773038,0.7107963937468689,,,,,,
,HN-HMR-007,,,,,,,0.5251563889433345,0.7966449601404153,,,,,,
,HN-CHUM-045,,,,,,,0.5054955452505916,0.7356839787696607,,,,,,
,HN-HMR-012,,,,,,,0.4619465829153108,0.8557432887909103,,,,,,
,HN-CHUS-060,,,,,,,0.4622458485946451,0.786670364389406,,,,,,
,HN-HGJ-039,,,,,,,0.46209215313191,0.7233570434240278,,,,,,
,HN-HGJ-090,,,,,,,0.5197748259553124,0.8676260992873145,,,,,,
,HN-HGJ-014,,,,,,,0.4561212754583825,0.6378720017064469,,,,,,
,HN-CHUS-004,,,,,,,0.48388162190855927,1.0105287527508506,,,,,,
,HN-HMR-004,,,,,,,0.6015077672434009,0.9515107547194388,,,,,,
,HN-HGJ-064,,,,,,,0.4594525469310497,0.8453917328998379,,,,,,
,HN-HGJ-056,,,,,,,0.5607205079429577,0.6526842725466481,,,,,,
,HN-CHUM-010,,,,,,,0.5284461304326732,0.8995291401550742,,,,,,
,HN-HGJ-019,,,,,,,0.5721577972461467,0.9252717183881838,,,,,,
,HN-CHUS-008,,,,,,,0.5438796701019651,0.7103059375809732,,,,,,
,HN-CHUS-101,,,,,,,0.49263484057993784,0.7714277820968598,,,,,,
,HN-CHUS-037,,,,,,,0.384961681408997,0.7512643841865312,,,,,,
,HN-CHUM-012,,,,,,,0.4929980022166931,0.8180409505349325,,,,,,
,HN-CHUM-017,,,,,,,0.6493296516720315,0.9408338859916043,,,,,,
,HN-HGJ-062,,,,,,,0.5934032753326071,0.7717651154606404,,,,,,
,HN-HGJ-040,,,,,,,0.40071497894569175,0.8048824975786583,,,,,,
,HN-CHUM-015,,,,,,,0.5356774110906892,0.622328402933103,,,,,,
,HN-HGJ-059,,,,,,,0.4460700184111839,0.8478660186443489,,,,,,
,HN-CHUM-043,,,,,,,0.4411347532890171,0.776153012940256,,,,,,
,HN-HGJ-081,,,,,,,0.4970212884501083,0.6649781565294964,,,,,,
,HN-HGJ-050,,,,,,,0.400783686811665,0.6694145680722342,,,,,,
,HN-CHUM-063,,,,,,,0.8857565372400587,1.6761355546339625,,,,,,
,HN-CHUM-042,,,,,,,0.8412788701809449,1.703922796077004,,,,,,
,HN-HGJ-041,,,,,,,0.9144865824503049,1.6523568178866266,,,,,,
,HN-HMR-001,,,,,,,0.8747445220477177,1.297016791100264,,,,,,
,HN-CHUS-055,,,,,,,1.0217994557263719,1.682933337113159,,,,,,
,HN-CHUS-013,,,,,,,0.9769949519790369,1.7400707291754551,,,,,,
,HN-CHUM-034,,,,,,,0.9025307438532537,1.8807301855781178,,,,,,
,HN-CHUM-033,,,,,,,1.0077989680935058,1.7146383587738563,,,,,,
,HN-CHUS-074,,,,,,,0.8985382452649229,1.8522798256800406,,,,,,
,HN-CHUS-061,,,,,,,0.8264577531699814,1.7792442377954354,,,,,,
,HN-CHUM-016,,,,,,,0.8846830284819196,1.6901160660275127,,,,,,
,HN-HMR-041,,,,,,,1.0678821488885535,1.807891252355053,,,,,,
,HN-CHUS-102,,,,,,,1.0527954508096056,1.6073357742893886,,,,,,
,HN-HGJ-072,,,,,,,0.8602711485444683,1.6763230253536592,,,,,,
,HN-CHUS-095,,,,,,,0.9981962029670565,1.817810874170051,,,,,,
,HN-CHUS-020,,,,,,,0.9544252946344292,1.8847565420704582,,,,,,
,HN-HGJ-046,,,,,,,1.1020250156573193,1.6517968120922362,,,,,,
,HN-HMR-011,,,,,,,1.0640853006231663,1.6803974644772095,,,,,,
,HN-HGJ-073,,,,,,,0.9078847156142952,1.6546720169833733,,,,,,
,HN-HGJ-074,,,,,,,1.0563689038421382,1.6718995175765456,,,,,,
,HN-CHUM-048,,,,,,,0.8646637945540591,1.9192380267773528,,,,,,
,HN-CHUS-078,,,,,,,0.9738487450994369,1.5577973538467034,,,,,,
,HN-HMR-008,,,,,,,0.9813999386434247,2.0417092982603986,,,,,,
,HN-HMR-024,,,,,,,0.9232850665645622,1.4560162899376712,,,,,,
,HN-CHUM-032,,,,,,,0.9837434969644594,1.8687749670176061,,,,,,
,HN-CHUS-012,,,,,,,0.9778129079279527,1.427634257628122,,,,,,
,HN-CHUM-025,,,,,,,0.9625179781409738,1.7913203338976318,,,,,,
,HN-CHUM-006,,,,,,,0.9120637205292667,1.7256034659749298,,,,,,
,,,,,,,,0.91050552142821,1.7794967184371688,,,,,,
,,,,,,,,0.9615331272146848,1.7550532881458167,,,,,,
,,,,,,,,0.8742168028438838,1.9161476421924828,,,,,,
,,,,,,,,0.9448342187616972,1.5857171517073227,,,,,,
,,,,,,,,1.0278880547805511,1.5319383671922926,,,,,,
,,,,,,,,1.0814786427702956,1.6282736438172638,,,,,,
,,,,,,,,0.9131157327620284,1.495056242196935,,,,,,
,,,,,,,,0.9132551929327304,1.6912345253342869,,,,,,
,,,,,,,,0.9663746402456312,1.7293398495988246,,,,,,
,,,,,,,,0.7999517474013773,1.5020571677197672,,,,,,
,,,,,,,,0.9487963284488294,1.905817965369375,,,,,,
,,,,,,,,0.9903522057101966,1.6813549847931561,,,,,,
,,,,,,,,0.935470909397396,1.7446719676974083,,,,,,
,,,,,,,,0.9610698716472201,1.5302543876483279,,,,,,
,,,,,,,,1.1531538499644298,1.8624963135851818,,,,,,
,,,,,,,,1.065266370655849,1.9012301709867394,,,,,,
,,,,,,,,0.9619667692841862,1.5401535753320927,,,,,,
,,,,,,,,0.9799582778304642,1.7707354070014645,,,,,,
,,,,,,,,0.8866487790133522,1.700191280800925,,,,,,
,,,,,,,,0.942701743213542,1.488023316376044,,,,,,
,,,,,,,,1.0641343596611037,1.7119478991321349,,,,,,
,,,,,,,,0.956224023157501,1.6041939633426812,,,,,,
,,,,,,,,1.122134954697071,2.053293282051604,,,,,,
,,,,,,,,0.9981313659506257,1.7939591126960934,,,,,,
,,,,,,,,0.8731909172091634,1.6079363749926567,,,,,,
,,,,,,,,0.9231831299927711,1.7465603199307331,,,,,,
,,,,,,,,1.0103692599267413,1.8510759112136463,,,,,,
,,,,,,,,0.955319329859118,1.8923818144440059,,,,,,
,,,,,,,,0.8543269581282353,1.8287581666523258,,,,,,
,,,,,,,,0.9964287842177414,1.5379245789768756,,,,,,
,,,,,,,,0.9198255522515448,1.5367946609318395,,,,,,
,,,,,,,,0.9870877324296033,1.7109320879083718,,,,,,
,,,,,,,,0.8018862873510381,1.5093176858118442,,,,,,
,,,,,,,,0.8266156374178948,1.6117441553410143,,,,,,
,,,,,,,,0.8965816523093727,1.536478318593872,,,,,,
,,,,,,,,0.9828159233762694,1.7205687001342904,,,,,,
,,,,,,,,0.75989993648073,1.6918825730872509,,,,,,
,,,,,,,,0.8758257913609224,1.4727720957521577,,,,,,
,,,,,,,,0.9168839803272787,1.7194492450034848,,,,,,
,,,,,,,,0.9366537809466019,1.6469487747796032,,,,,,
,,,,,,,,0.846485210672393,1.398726088085332,,,,,,
,,,,,,,,0.9443795761058749,1.6765344746841029,,,,,,
,,,,,,,,0.9571137492477706,1.6743778733765513,,,,,,
,,,,,,,,0.9585335555872978,1.555360597514423,,,,,,
,,,,,,,,1.029413039536231,1.7360091428928077,,,,,,
,,,,,,,,0.995561035961105,1.6769491291727057,,,,,,
,,,,,,,,0.8167104666030078,1.826888696890661,,,,,,
,,,,,,,,0.972684701649636,1.7779569789807803,,,,,,
,,,,,,,,1.055200500929021,1.6277395022203884,,,,,,
,,,,,,,,0.8068190759740103,1.8207466899945346,,,,,,
,,,,,,,,0.9318098359410871,1.703050792818166,,,,,,
,,,,,,,,1.0444189533149326,1.8033796310656436,,,,,,
,,,,,,,,0.8690549245311874,1.6815190588896733,,,,,,
,,,,,,,,0.9413991203203836,1.5087911762493667,,,,,,
,,,,,,,,0.8561723771680283,1.7218700779013043,,,,,,
,,,,,,,,1.063403304719178,1.496886241907006,,,,,,
,,,,,,,,1.106850980946168,1.4562782433181523,,,,,,
,,,,,,,,0.9236326296406514,1.6025516075120887,,,,,,
,,,,,,,,1.118823908429549,1.8248801773158967,,,,,,
,,,,,,,,0.8552313015003221,1.6906005318670791,,,,,,
,,,,,,,,0.9095000181255303,1.484375733064398,,,,,,
,,,,,,,,0.9455589594109373,1.7437526891166344,,,,,,
,,,,,,,,0.9521673216293969,1.7508258499586118,,,,,,
,,,,,,,,0.9106075975411727,1.9197937778312966,,,,,,
,,,,,,,,1.1037339517197566,1.5834405773573428,,,,,,
,,,,,,,,1.0003596726622024,1.7300304249351857,,,,,,
,,,,,,,,0.9447388828554418,1.7489524137032662,,,,,,
,,,,,,,,0.8646600835657872,1.6883745673936659,,,,,,
,,,,,,,,1.0278007108791773,1.542093702113693,,,,,,
,,,,,,,,0.8996882119882439,1.756429534209241,,,,,,
,,,,,,,,0.9793186298203653,1.6708221892083164,,,,,,
,,,,,,,,0.8908544428726757,1.872928051063612,,,,,,
,,,,,,,,0.8423123855173471,1.8831646099889614,,,,,,
,,,,,,,,0.9089990054343897,1.729681469919643,,,,,,
,,,,,,,,0.8228341358325495,1.7486210575360612,,,,,,
,,,,,,,,0.912913296076126,1.838648246238361,,,,,,
,,,,,,,,0.9324423638756152,1.7688063720250085,,,,,,
,,,,,,,,1.0392642214783345,1.7821134519952895,,,,,,
,,,,,,,,1.0581133662433095,1.5488066866253665,,,,,,
